86,12/08/2017, 08:12:00, recn0003
87,12/08/2017, 08:13:02, recn0049
88,12/08/2017, 08:13:27, recn0048
92,12/08/2017, 08:15:35, LIB-PVSN
89,12/08/2017, 08:19:28, recn0037
91,12/08/2017, 08:22:02, recn0012
90,12/08/2017, 08:22:29, recn0025
84,12/08/2017, 08:22:33, recn0004
101,12/08/2017, 08:22:37, recn0019
76,12/08/2017, 08:23:55, recn0032
107,12/08/2017, 08:23:59, recn0016
115,12/08/2017, 08:28:13, recn0055
103,12/08/2017, 08:29:41, recn0018
112,12/08/2017, 08:30:47, 112
85,12/08/2017, 08:31:34, recn0017
83,12/08/2017, 08:31:44, recn0021
82,12/08/2017, 08:33:44, recn0026
96,12/08/2017, 08:33:53, recn0015
109,12/08/2017, 08:34:07, recn0042
77,12/08/2017, 08:44:08, recn0045
77,12/08/2017, 08:44:12, recn0045
116,12/08/2017, 08:44:29, recn0057
116,12/08/2017, 08:44:33, recn0057
94,12/08/2017, 08:45:25, recn0031
110,12/08/2017, 08:49:09, recn0039
93,12/08/2017, 08:51:14, recn0006
95,12/08/2017, 08:53:28, recn0035
114,12/08/2017, 08:58:10, recn0054
75,12/08/2017, 09:03:47, recn0036
79,12/08/2017, 09:41:45, recn0013
