91,12/08/2017, 15:42:04, recn0012
116,12/08/2017, 15:42:07, recn0057
81,12/08/2017, 15:42:20, recn0033
92,12/08/2017, 15:42:33, LIB-PVSN
90,12/08/2017, 15:42:41, recn0025
96,12/08/2017, 15:44:36, recn0015
112,12/08/2017, 15:46:15, 112
95,12/08/2017, 15:47:36, recn0035
76,12/08/2017, 15:49:50, recn0032
110,12/08/2017, 15:52:57, recn0039
94,12/08/2017, 15:57:50, recn0031
79,12/08/2017, 15:59:56, recn0013
