34,7/8/2017, 14:43:24, rec0003
63,7/8/2017, 15:01:22, rec0088
63,7/8/2017, 15:01:59, rec0088
52,7/8/2017, 15:02:13, rec0066
62,7/8/2017, 15:03:53, rec0062
62,7/8/2017, 15:03:59, rec0062
48,7/8/2017, 15:04:10, rec0111
47,7/8/2017, 15:04:16, rec0112
46,7/8/2017, 15:04:35, rec0015
46,7/8/2017, 15:04:38, rec0015
46,7/8/2017, 15:04:42, rec0015
54,7/8/2017, 15:04:52, rec0014
46,7/8/2017, 15:04:59, rec0015
56,7/8/2017, 15:06:00, rec0025
70,7/8/2017, 15:06:03, rec0096
58,7/8/2017, 15:06:27, rec0109
67,7/8/2017, 15:06:43, rec0101
75,7/8/2017, 15:32:11, rec0157
80,7/8/2017, 15:34:25, rec0089
14,7/8/2017, 15:34:31, rec0065
90,7/8/2017, 15:34:50, rec0164
60,7/8/2017, 15:36:36, rec0081
66,7/8/2017, 15:36:46, rec0059
51,7/8/2017, 15:37:08, rec0082
49,7/8/2017, 15:37:20, rec0141
99,7/8/2017, 15:37:26, rec0084
42,7/8/2017, 15:37:31, rec0019
69,7/8/2017, 15:37:51, rec0070
71,7/8/2017, 15:37:59, rec0146
72,7/8/2017, 15:38:53, rec0091
2,7/8/2017, 15:39:04, rec0090
13,7/8/2017, 15:40:29, rec0040
87,7/8/2017, 15:40:43, rec0093
35,7/8/2017, 15:41:01, rec0080
97,7/8/2017, 15:41:05, rec0094
101,7/8/2017, 15:41:14, rec0073
28,7/8/2017, 15:41:22, rec0010
61,7/8/2017, 15:41:31, rec0021
29,7/8/2017, 15:41:43, rec0047
103,7/8/2017, 15:41:51, rec0170
102,7/8/2017, 15:41:56, rec0171
107,7/8/2017, 15:42:03, rec0181
100,7/8/2017, 15:42:11, rec0138
100,7/8/2017, 15:42:16, rec0138
100,7/8/2017, 15:42:47, rec0138
100,7/8/2017, 15:42:54, rec0138
100,7/8/2017, 15:42:58, rec0138
100,7/8/2017, 15:43:04, rec0138
100,7/8/2017, 15:43:12, rec0138
40,7/8/2017, 15:43:29, rec0011
40,7/8/2017, 15:43:34, rec0011
100,7/8/2017, 15:43:38, rec0138
104,7/8/2017, 15:43:43, rec0129
37,7/8/2017, 15:44:03, rec0038
36,7/8/2017, 15:44:11, rec0018
95,7/8/2017, 15:45:07, rec0105
25,7/8/2017, 15:46:22, rec0031
95,7/8/2017, 15:46:26, rec0105
33,7/8/2017, 15:46:34, rec0036
27,7/8/2017, 15:46:50, rec0006
27,7/8/2017, 15:46:54, rec0006
41,7/8/2017, 15:47:08, rec0120
41,7/8/2017, 15:47:14, rec0120
89,7/8/2017, 15:47:49, rec0163
6,7/8/2017, 15:47:53, rec0123
91,7/8/2017, 15:47:57, rec0060
30,7/8/2017, 15:48:05, rec0099
8,7/8/2017, 15:48:21, rec0158
20,7/8/2017, 15:48:26, rec0127
4,7/8/2017, 15:48:31, rec0009
53,7/8/2017, 15:48:36, rec0078
17,7/8/2017, 15:48:58, rec0104
18,7/8/2017, 15:49:02, rec0116
21,7/8/2017, 15:49:24, rec0053
21,7/8/2017, 15:49:29, rec0053
10,7/8/2017, 15:49:35, rec0140
19,7/8/2017, 15:49:40, rec0102
11,7/8/2017, 15:49:44, rec0159
98,7/8/2017, 15:49:48, rec0125
83,7/8/2017, 15:49:53, rec0103
38,7/8/2017, 15:49:58, rec0030
39,7/8/2017, 15:50:02, rec0061
23,7/8/2017, 15:50:09, rec0051
5,7/8/2017, 15:51:37, rec0043
96,7/8/2017, 15:51:47, rec0175
1,7/8/2017, 15:51:52, rec0119
55,7/8/2017, 15:52:30, rec0012
45,7/8/2017, 15:52:48, rec0005
9,7/8/2017, 15:59:59, rec0145
82,7/8/2017, 16:04:20, rec0001
32,7/8/2017, 16:05:50, rec0007
